Date,CPIAUCSL,CSUSHPINSA,CPIAUCSL_PC1,CPILFESL_PC1,GDP,GDPC1
2007-03-01,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-02,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-05,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-06,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-07,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-08,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-09,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-12,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-13,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-14,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-15,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-16,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-19,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-20,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-21,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-22,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-23,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-26,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-27,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-28,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-29,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-03-30,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-02,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-03,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-04,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-05,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-09,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-10,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-11,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-12,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-13,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-16,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-17,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-18,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-19,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-20,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-23,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-24,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-25,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-26,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-27,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-04-30,205.288,182.192,2.7982,2.50514,14215.651,16611.69
2007-05-01,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-02,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-03,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-04,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-07,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-08,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-09,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-10,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-11,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-14,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-15,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-16,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-17,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-18,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-21,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-22,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-23,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-24,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-25,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-29,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-30,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-05-31,206.755,181.884,2.70989,2.26777,14215.651,16611.69
2007-06-01,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-04,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-05,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-06,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-07,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-08,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-11,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-12,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-13,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-14,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-15,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-18,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-19,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-20,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-21,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-22,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-25,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-26,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-27,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-28,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-06-29,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-02,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-03,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-05,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-06,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-09,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-10,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-11,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-12,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-13,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-16,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-17,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-18,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-19,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-20,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-23,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-24,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-25,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-26,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-27,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-30,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-07-31,207.234,181.539,2.69277,2.18164,14215.651,16611.69
2007-08-01,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-02,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-03,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-06,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-07,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-08,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-09,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-10,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-13,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-14,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-15,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-16,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-17,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-20,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-21,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-22,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-23,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-24,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-27,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-28,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-29,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-30,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-08-31,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-04,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-05,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-06,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-07,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-10,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-11,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-12,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-13,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-14,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-17,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-18,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-19,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-20,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-21,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-24,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-25,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-26,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-27,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-09-28,207.667,180.233,1.89745,2.08849,14215.651,16611.69
2007-10-01,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-02,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-03,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-04,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-05,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-08,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-09,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-10,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-11,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-12,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-15,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-16,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-17,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-18,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-19,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-22,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-23,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-24,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-25,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-26,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-29,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-30,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-10-31,209.19,177.52900000000002,3.6107,2.15655,14715.058,16915.191
2007-11-01,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-02,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-05,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-06,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-07,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-08,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-09,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-12,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-13,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-14,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-15,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-16,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-19,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-20,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-21,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-23,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-26,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-27,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-28,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-29,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-11-30,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-03,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-04,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-05,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-06,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-07,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-10,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-11,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-12,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-13,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-14,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-17,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-18,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-19,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-20,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-21,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-24,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-26,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-27,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-28,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2007-12-31,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-02,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-03,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-04,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-07,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-08,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-09,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-10,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-11,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-14,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-15,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-16,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-17,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-18,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-22,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-23,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-24,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-25,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-28,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-29,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-30,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-01-31,210.834,175.16099999999997,4.37327,2.33879,14715.058,16915.191
2008-02-01,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-04,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-05,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-06,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-07,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-08,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-11,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-12,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-13,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-14,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-15,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-19,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-20,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-21,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-22,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-25,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-26,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-27,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-28,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-02-29,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-03,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-04,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-05,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-06,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-07,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-10,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-11,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-12,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-13,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-14,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-17,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-18,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-19,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-20,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-24,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-25,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-26,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-27,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-28,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-03-31,212.687,169.18900000000002,4.14296,2.29708,14715.058,16915.191
2008-04-01,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-02,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-03,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-04,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-07,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-08,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-09,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-10,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-11,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-14,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-15,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-16,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-17,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-18,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-21,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-22,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-23,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-24,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-25,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-28,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-29,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-04-30,213.942,167.322,3.90376,2.29467,14865.701,16943.291
2008-05-01,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-02,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-05,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-06,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-07,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-08,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-09,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-12,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-13,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-14,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-15,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-16,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-19,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-20,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-21,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-22,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-23,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-27,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-28,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-29,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-05-30,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-02,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-03,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-04,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-05,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-06,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-09,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-10,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-11,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-12,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-13,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-16,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-17,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-18,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-19,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-20,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-23,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-24,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-25,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-26,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-27,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-06-30,215.208,167.019,4.08841,2.32222,14865.701,16943.291
2008-07-01,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-02,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-03,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-07,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-08,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-09,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-10,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-11,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-14,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-15,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-16,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-17,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-18,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-21,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-22,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-23,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-24,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-25,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-28,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-29,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-30,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-07-31,219.016,165.71200000000002,5.49751,2.46331,14898.999,16854.295
2008-08-01,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-04,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-05,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-06,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-07,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-08,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-11,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-12,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-13,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-14,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-15,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-18,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-19,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-20,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-21,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-22,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-25,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-26,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-27,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
2008-08-28,218.69,164.27599999999998,5.30802,2.49812,14898.999,16854.295
