Date,SPY_Close,SPY_Volume,AGG_Close,AGG_Volume,QQQ_Close,QQQ_Volume,VNQ_Close,VNQ_Volume,IWM_Close,IWM_Volume,VIG_Close,VIG_Volume,IEF_Close,IEF_Volume,SPY_close_20_sma,SPY_close_50_sma,SPY_close_100_sma,AGG_close_20_sma,AGG_close_50_sma,AGG_close_100_sma,QQQ_close_20_sma,QQQ_close_50_sma,QQQ_close_100_sma,VNQ_close_20_sma,VNQ_close_50_sma,VNQ_close_100_sma,IWM_close_20_sma,IWM_close_50_sma,IWM_close_100_sma,VIG_close_20_sma,VIG_close_50_sma,VIG_close_100_sma,IEF_close_20_sma,IEF_close_50_sma,IEF_close_100_sma
2007-03-01,140.50999450683594,212828600,100.44000244140624,662900,43.130001068115234,231806500,80.68000030517578,332600,78.41999816894531,97674800,53.380001068115234,15900,83.27999877929688,500500,140.50999450683594,140.50999450683594,140.50999450683594,100.44000244140625,100.44000244140625,100.44000244140625,43.130001068115234,43.130001068115234,43.130001068115234,80.68000030517578,80.68000030517578,80.68000030517578,78.41999816894531,78.41999816894531,78.41999816894531,53.380001068115234,53.380001068115234,53.380001068115234,83.27999877929688,83.27999877929688,83.27999877929688
2007-03-02,138.6699981689453,162574000,100.6500015258789,187600,42.47999954223633,183359400,79.4000015258789,251600,76.86000061035156,96274500,53.0,12500,83.55000305175781,249000,139.58999633789062,139.58999633789062,139.58999633789062,100.54500198364258,100.54500198364258,100.54500198364258,42.80500030517578,42.80500030517578,42.80500030517578,80.04000091552734,80.04000091552734,80.04000091552734,77.63999938964844,77.63999938964844,77.63999938964844,53.19000053405762,53.19000053405762,53.19000053405762,83.41500091552734,83.41500091552734,83.41500091552734
2007-03-05,137.35000610351562,143750400,100.58999633789062,264700,42.150001525878906,171885400,76.30999755859375,300100,75.16999816894531,122207900,52.7400016784668,24900,83.5999984741211,298800,138.84333292643228,138.84333292643228,138.84333292643228,100.56000010172527,100.56000010172527,100.56000010172527,42.58666737874349,42.58666737874349,42.58666737874349,78.79666646321614,78.79666646321614,78.79666646321614,76.81666564941406,76.81666564941406,76.81666564941406,53.040000915527344,53.040000915527344,53.040000915527344,83.47666676839192,83.47666676839192,83.47666676839192
2007-03-06,139.6999969482422,143333300,100.5199966430664,221300,42.84999847412109,155551800,79.11000061035156,163300,77.22000122070312,94041400,53.27000045776367,20100,83.48999786376953,302200,139.05749893188477,139.05749893188477,139.05749893188477,100.54999923706055,100.54999923706055,100.54999923706055,42.65250015258789,42.65250015258789,42.65250015258789,78.875,78.875,78.875,76.91749954223633,76.91749954223633,76.91749954223633,53.097500801086426,53.097500801086426,53.097500801086426,83.47999954223633,83.47999954223633,83.47999954223633
2007-03-07,139.55999755859375,115144900,100.5999984741211,296500,42.68000030517578,119979300,78.0,95000,76.97000122070312,55408800,53.16999816894531,19900,83.63999938964844,265500,139.15799865722656,139.15799865722656,139.15799865722656,100.55999908447265,100.55999908447265,100.55999908447265,42.65800018310547,42.65800018310547,42.65800018310547,78.7,78.7,78.7,76.9279998779297,76.9279998779297,76.9279998779297,53.1120002746582,53.1120002746582,53.1120002746582,83.51199951171876,83.51199951171876,83.51199951171876
2007-03-08,140.74000549316406,117891600,100.51000213623048,351700,42.970001220703125,120900700,79.25,137100,77.55000305175781,76876500,53.45000076293945,9900,83.62999725341797,170300,139.42166646321616,139.42166646321616,139.42166646321616,100.55166625976562,100.55166625976562,100.55166625976562,42.710000356038414,42.710000356038414,42.710000356038414,78.79166666666667,78.79166666666667,78.79166666666667,77.0316670735677,77.0316670735677,77.0316670735677,53.16833368937174,53.16833368937174,53.16833368937174,83.53166580200195,83.53166580200195,83.53166580200195
2007-03-09,140.77999877929688,107765100,100.2300033569336,309900,42.93000030517578,128597600,80.30000305175781,132200,78.18000030517578,69129900,53.540000915527344,9100,83.16000366210938,333800,139.61571393694197,139.61571393694197,139.61571393694197,100.5057144165039,100.5057144165039,100.5057144165039,42.741428920200896,42.741428920200896,42.741428920200896,79.00714329310826,79.00714329310826,79.00714329310826,77.19571467808315,77.19571467808315,77.19571467808315,53.22142900739397,53.22142900739397,53.22142900739397,83.47857121058873,83.47857121058873,83.47857121058873
2007-03-12,140.99000549316406,80366900,100.54000091552734,224200,43.209999084472656,81310100,80.69999694824219,103800,78.4000015258789,35945400,53.58000183105469,10600,83.38999938964844,253300,139.78750038146973,139.78750038146973,139.78750038146973,100.51000022888184,100.51000022888184,100.51000022888184,42.80000019073486,42.80000019073486,42.80000019073486,79.21875,79.21875,79.21875,77.34625053405762,77.34625053405762,77.34625053405762,53.26625061035156,53.26625061035156,53.26625061035156,83.46749973297119,83.46749973297119,83.46749973297119
2007-03-13,138.25,190605200,100.8000030517578,344300,42.369998931884766,171231800,78.80000305175781,129500,76.38999938964844,96417200,52.59000015258789,18000,83.76000213623047,196000,139.61666700575086,139.61666700575086,139.61666700575086,100.54222276475694,100.54222276475694,100.54222276475694,42.752222273084854,42.752222273084854,42.752222273084854,79.17222256130643,79.17222256130643,79.17222256130643,77.24000040690105,77.24000040690105,77.24000040690105,53.191111670600044,53.191111670600044,53.191111670600044,83.5,83.5,83.5
2007-03-14,139.27999877929688,231853800,100.68000030517578,468700,42.9900016784668,192586700,79.18000030517578,111900,77.19999694824219,129087500,52.720001220703125,14900,83.6500015258789,267900,139.58300018310547,139.58300018310547,139.58300018310547,100.55600051879883,100.55600051879883,100.55600051879883,42.77600021362305,42.77600021362305,42.77600021362305,79.17300033569336,79.17300033569336,79.17300033569336,77.23600006103516,77.23600006103516,77.23600006103516,53.14400062561035,53.14400062561035,53.14400062561035,83.51500015258789,83.51500015258789,83.51500015258789
