Date,Close_US1M
2019-05-13,2.419
2019-05-10,2.432
2019-05-09,2.419
2019-05-08,2.424
2019-05-07,2.424
2019-05-06,2.434
2019-05-03,2.437
2019-05-02,2.413
2019-05-01,2.419
2019-04-30,2.429
2019-04-29,2.45
2019-04-26,2.434
2019-04-25,2.424
2019-04-24,2.419
2019-04-23,2.429
2019-04-22,2.442
2019-04-18,2.413
2019-04-17,2.424
2019-04-16,2.429
2019-04-15,2.422
2019-04-12,2.424
2019-04-11,2.411
2019-04-10,2.409
2019-04-09,2.421
2019-04-08,2.429
2019-04-05,2.437
2019-04-04,2.421
2019-04-03,2.424
2019-04-02,2.429
2019-04-01,2.432
2019-03-29,2.452
2019-03-28,2.408
2019-03-27,2.447
2019-03-26,2.462
2019-03-25,2.457
2019-03-22,2.483
2019-03-21,2.462
2019-03-20,2.462
2019-03-19,2.455
2019-03-18,2.452
2019-03-15,2.465
2019-03-14,2.447
2019-03-13,2.429
2019-03-12,2.434
2019-03-11,2.445
2019-03-08,2.45
2019-03-07,2.424
2019-03-06,2.426
2019-03-05,2.432
2019-03-04,2.437
2019-03-01,2.452
2019-02-28,2.415
2019-02-27,2.422
2019-02-26,2.428
2019-02-25,2.43
2019-02-22,2.425
2019-02-21,2.384
2019-02-20,2.402
2019-02-19,2.405
2019-02-18,2.43
2019-02-15,2.425
2019-02-14,2.422
2019-02-13,2.417
2019-02-12,2.417
2019-02-11,2.433
2019-02-08,2.428
2019-02-07,2.387
2019-02-06,2.394
2019-02-05,2.387
2019-02-04,2.402
2019-02-01,2.41
2019-01-31,2.397
2019-01-30,2.387
2019-01-29,2.382
2019-01-28,2.39
2019-01-25,2.384
2019-01-24,2.318
2019-01-23,2.364
2019-01-22,2.382
2019-01-21,2.397
2019-01-18,2.392
2019-01-17,2.387
2019-01-16,2.397
2019-01-15,2.407
2019-01-14,2.412
2019-01-11,2.415
2019-01-10,2.394
2019-01-09,2.392
2019-01-08,2.4
2019-01-07,2.41
2019-01-04,2.412
2019-01-03,2.351
2019-01-02,2.394
2019-01-01,2.435
2018-12-31,2.435
2018-12-28,2.417
2018-12-27,2.331
2018-12-26,2.407
2018-12-25,2.415
2018-12-24,2.407
2018-12-21,2.415
2018-12-20,2.41
2018-12-19,2.354
2018-12-18,2.333
2018-12-17,2.354
2018-12-14,2.369
2018-12-13,2.275
2018-12-12,2.277
2018-12-11,2.275
2018-12-10,2.316
2018-12-07,2.336
2018-12-06,2.305
2018-12-05,2.354
2018-12-04,2.33
2018-12-03,2.287
2018-11-30,2.307
2018-11-29,2.298
2018-11-28,2.298
2018-11-27,2.193
2018-11-26,2.195
2018-11-23,2.221
2018-11-22,2.229
2018-11-21,2.231
2018-11-20,2.182
2018-11-19,2.195
2018-11-16,2.185
2018-11-15,2.193
2018-11-14,2.229
2018-11-13,2.213
2018-11-12,2.201
2018-11-09,2.196
2018-11-08,2.201
2018-11-07,2.219
2018-11-06,2.201
2018-11-05,2.175
2018-11-02,2.188
2018-11-01,2.206
2018-10-31,2.194
2018-10-30,2.163
2018-10-29,2.173
2018-10-26,2.163
2018-10-25,2.191
2018-10-24,2.209
2018-10-23,2.167
2018-10-22,2.17
2018-10-19,2.18
2018-10-18,2.191
2018-10-17,2.194
2018-10-16,2.157
2018-10-15,2.152
2018-10-12,2.132
2018-10-11,2.13
2018-10-10,2.171
2018-10-09,2.162
2018-10-08,2.157
2018-10-05,2.155
2018-10-04,2.153
2018-10-03,2.148
2018-10-02,2.137
2018-10-01,2.122
2018-09-28,2.112
2018-09-27,2.107
2018-09-26,2.117
2018-09-25,2.058
2018-09-24,2.053
2018-09-21,2.036
2018-09-20,2.026
2018-09-19,2.051
2018-09-18,2.01
2018-09-17,2.005
2018-09-14,2.01
2018-09-13,2
2018-09-12,2
2018-09-11,1.964
2018-09-10,1.957
2018-09-07,1.969
2018-09-06,1.975
2018-09-05,2
2018-09-04,1.939
2018-09-03,1.936
2018-08-31,1.934
2018-08-30,1.96
2018-08-29,1.957
2018-08-28,1.941
2018-08-27,1.946
2018-08-24,1.939
2018-08-23,1.939
2018-08-22,1.939
2018-08-21,1.924
2018-08-20,1.916
2018-08-17,1.934
2018-08-16,1.942
2018-08-15,1.95
2018-08-14,1.939
2018-08-13,1.919
2018-08-10,1.909
2018-08-09,1.904
2018-08-08,1.922
2018-08-07,1.901
2018-08-06,1.898
2018-08-03,1.891
2018-08-02,1.883
2018-08-01,1.934
2018-07-31,1.898
2018-07-30,1.898
2018-07-27,1.886
2018-07-26,1.891
2018-07-25,1.896
2018-07-24,1.88
2018-07-23,1.875
2018-07-20,1.845
2018-07-19,1.878
2018-07-18,1.899
2018-07-17,1.893
2018-07-16,1.883
2018-07-13,1.878
2018-07-12,1.886
2018-07-11,1.883
2018-07-10,1.88
2018-07-09,1.858
2018-07-06,1.83
2018-07-05,1.858
2018-07-04,1.909
2018-07-03,1.909
2018-07-02,1.865
2018-06-29,1.759
2018-06-28,1.759
2018-06-27,1.784
2018-06-26,1.766
2018-06-25,1.779
2018-06-22,1.825
2018-06-21,1.85
2018-06-20,1.843
2018-06-19,1.824
2018-06-18,1.825
2018-06-15,1.812
2018-06-14,1.794
2018-06-13,1.812
2018-06-12,1.797
2018-06-11,1.812
2018-06-08,1.774
2018-06-07,1.777
2018-06-06,1.807
2018-06-05,1.761
2018-06-04,1.746
2018-06-01,1.733
2018-05-31,1.746
2018-05-30,1.759
2018-05-29,1.697
2018-05-28,1.685
2018-05-25,1.687
2018-05-24,1.726
2018-05-23,1.749
2018-05-22,1.649
2018-05-21,1.67
2018-05-18,1.665
2018-05-17,1.678
2018-05-16,1.678
2018-05-15,1.649
2018-05-14,1.665
2018-05-11,1.66
2018-05-10,1.67
2018-05-09,1.685
2018-05-08,1.672
2018-05-07,1.67
2018-05-04,1.665
2018-05-03,1.672
2018-05-02,1.685
2018-05-01,1.619
2018-04-30,1.624
2018-04-27,1.601
2018-04-26,1.609
2018-04-25,1.652
2018-04-24,1.67
2018-04-23,1.665
2018-04-20,1.647
2018-04-19,1.657
2018-04-18,1.667
2018-04-17,1.634
2018-04-16,1.629
2018-04-13,1.629
2018-04-12,1.637
2018-04-11,1.629
2018-04-10,1.629
2018-04-09,1.659
2018-04-06,1.677
2018-04-05,1.667
2018-04-04,1.673
2018-04-03,1.687
2018-04-02,1.68
2018-03-29,1.621
2018-03-28,1.642
2018-03-27,1.664
2018-03-26,1.7
2018-03-23,1.682
2018-03-22,1.675
2018-03-21,1.703
2018-03-20,1.69
2018-03-19,1.69
2018-03-16,1.695
2018-03-15,1.695
2018-03-14,1.711
2018-03-13,1.614
2018-03-12,1.578
2018-03-09,1.563
2018-03-08,1.563
2018-03-07,1.568
2018-03-06,1.51
2018-03-05,1.497
2018-03-02,1.482
2018-03-01,1.49
2018-02-28,1.507
2018-02-27,1.37
2018-02-26,1.362
2018-02-23,1.37
2018-02-22,1.34
2018-02-21,1.393
2018-02-20,1.372
2018-02-19,1.347
2018-02-16,1.337
2018-02-15,1.304
2018-02-14,1.312
2018-02-13,1.309
2018-02-12,1.329
2018-02-09,1.314
2018-02-08,1.319
2018-02-07,1.355
2018-02-06,1.39
2018-02-05,1.395
2018-02-02,1.395
2018-02-01,1.403
2018-01-31,1.462
2018-01-30,1.24
2018-01-29,1.256
2018-01-26,1.23
2018-01-25,1.215
2018-01-24,1.251
2018-01-23,1.243
2018-01-22,1.246
2018-01-19,1.263
2018-01-18,1.279
2018-01-17,1.307
2018-01-16,1.311
2018-01-15,1.299
2018-01-12,1.304
2018-01-11,1.307
2018-01-10,1.299
2018-01-09,1.289
2018-01-08,1.284
2018-01-05,1.256
2018-01-04,1.269
2018-01-03,1.299
2018-01-02,1.24
2018-01-01,1.263
2017-12-29,1.261
2017-12-28,1.177
2017-12-27,1.177
2017-12-26,1.167
2017-12-25,1.146
2017-12-22,1.147
2017-12-21,1.18
2017-12-20,1.223
2017-12-19,1.22
2017-12-18,1.238
2017-12-16,1.238
2017-12-15,1.238
2017-12-14,1.205
2017-12-13,1.22
2017-12-12,1.197
2017-12-11,1.154
2017-12-08,1.126
2017-12-07,1.157
2017-12-06,1.167
2017-12-05,1.157
2017-12-04,1.141
2017-12-01,1.124
2017-11-30,1.134
2017-11-29,1.167
2017-11-28,1.111
2017-11-27,1.141
2017-11-24,1.136
2017-11-23,1.154
2017-11-22,1.152
2017-11-21,1.058
2017-11-20,1.055
2017-11-17,1.06
2017-11-16,1.07
2017-11-15,1.073
2017-11-14,1.058
2017-11-13,1.048
2017-11-10,1.045
2017-11-09,1.06
2017-11-08,1.05
2017-11-07,1.032
2017-11-06,1.025
2017-11-03,1.015
2017-11-02,1.012
2017-11-01,1.04
2017-10-31,0.979
2017-10-30,0.956
2017-10-27,0.977
2017-10-26,0.989
2017-10-25,0.999
2017-10-24,0.999
2017-10-23,0.992
2017-10-20,0.992
2017-10-19,0.984
2017-10-18,0.994
2017-10-17,0.949
2017-10-16,0.961
2017-10-13,0.951
2017-10-12,0.982
2017-10-11,1.025
2017-10-10,1.025
2017-10-09,1.02
2017-10-06,1.015
2017-10-05,1.012
2017-10-04,0.997
2017-10-03,0.949
2017-10-02,0.941
2017-09-29,0.949
2017-09-28,0.964
2017-09-27,0.987
2017-09-26,0.956
2017-09-25,0.949
2017-09-22,0.966
2017-09-21,0.987
2017-09-20,0.989
2017-09-19,0.951
2017-09-18,0.936
2017-09-15,0.966
2017-09-14,0.987
2017-09-13,0.982
2017-09-12,0.974
2017-09-11,0.961
2017-09-08,0.959
2017-09-07,0.966
2017-09-06,1.045
2017-09-05,1.007
2017-09-03,0.951
2017-09-01,0.949
2017-08-31,0.938
2017-08-30,0.954
2017-08-29,0.987
2017-08-28,0.992
2017-08-25,0.984
2017-08-24,0.984
2017-08-23,0.979
2017-08-22,0.949
2017-08-21,0.938
2017-08-18,0.956
2017-08-17,0.959
2017-08-16,0.964
2017-08-15,0.943
2017-08-14,0.941
2017-08-11,0.992
2017-08-10,1.007
2017-08-09,1.007
2017-08-08,0.992
2017-08-07,0.984
2017-08-04,0.992
2017-08-03,0.992
2017-08-02,0.999
2017-08-01,0.974
2017-07-31,0.982
2017-07-28,0.994
2017-07-27,1.004
2017-07-26,1.005
2017-07-25,0.982
2017-07-24,0.971
2017-07-21,0.979
2017-07-20,0.987
2017-07-19,0.994
2017-07-18,0.946
2017-07-17,0.938
2017-07-14,0.923
2017-07-13,0.946
2017-07-12,0.941
2017-07-11,0.943
2017-07-10,0.938
2017-07-07,0.928
2017-07-06,0.941
2017-07-05,0.972
2017-07-04,0.954
2017-07-03,0.888
2017-07-01,0.837
2017-06-30,0.839
2017-06-29,0.865
2017-06-28,0.883
2017-06-27,0.867
2017-06-26,0.786
2017-06-23,0.748
2017-06-22,0.791
2017-06-21,0.847
2017-06-20,0.809
2017-06-19,0.824
2017-06-16,0.842
2017-06-15,0.86
2017-06-14,0.906
2017-06-13,0.852
2017-06-12,0.804
2017-06-09,0.801
2017-06-08,0.784
2017-06-07,0.814
2017-06-06,0.799
2017-06-05,0.809
2017-06-02,0.812
2017-06-01,0.817
2017-05-31,0.867
2017-05-30,0.725
2017-05-29,0.733
2017-05-26,0.725
2017-05-25,0.715
2017-05-24,0.758
2017-05-23,0.677
2017-05-22,0.667
2017-05-19,0.695
2017-05-18,0.728
2017-05-17,0.71
2017-05-16,0.707
2017-05-15,0.695
2017-05-12,0.667
2017-05-11,0.672
2017-05-10,0.697
2017-05-09,0.71
2017-05-08,0.697
2017-05-05,0.695
2017-05-04,0.697
2017-05-03,0.738
2017-05-02,0.675
2017-05-01,0.644
2017-04-28,0.672
2017-04-27,0.697
2017-04-26,0.735
2017-04-25,0.707
2017-04-24,0.725
2017-04-22,0.715
2017-04-21,0.718
2017-04-20,0.72
2017-04-19,0.746
2017-04-18,0.753
2017-04-17,0.753
2017-04-13,0.761
2017-04-12,0.776
2017-04-11,0.763
2017-04-10,0.763
2017-04-07,0.763
2017-04-06,0.776
2017-04-05,0.774
2017-04-04,0.743
2017-04-03,0.715
2017-03-31,0.738
2017-03-30,0.753
2017-03-29,0.753
2017-03-28,0.733
2017-03-27,0.73
2017-03-24,0.72
2017-03-23,0.725
2017-03-22,0.761
2017-03-21,0.7
2017-03-20,0.695
2017-03-18,0.672
2017-03-17,0.692
2017-03-16,0.68
2017-03-15,0.702
2017-03-14,0.677
2017-03-13,0.69
2017-03-10,0.568
2017-03-09,0.482
2017-03-08,0.53
2017-03-07,0.54
2017-03-06,0.538
2017-03-03,0.548
2017-03-02,0.492
2017-03-01,0.467
2017-02-28,0.403
2017-02-27,0.423
2017-02-24,0.393
2017-02-23,0.408
2017-02-22,0.464
2017-02-21,0.474
2017-02-20,0.492
2017-02-17,0.497
2017-02-16,0.502
2017-02-15,0.517
2017-02-14,0.505
2017-02-13,0.497
2017-02-10,0.497
2017-02-09,0.502
2017-02-08,0.527
2017-02-07,0.515
2017-02-06,0.484
2017-02-03,0.484
2017-02-02,0.482
2017-02-01,0.492
2017-01-31,0.469
2017-01-30,0.484
2017-01-27,0.489
2017-01-26,0.482
2017-01-25,0.479
2017-01-24,0.467
2017-01-23,0.461
2017-01-20,0.461
2017-01-19,0.454
2017-01-18,0.464
2017-01-17,0.517
2017-01-16,0.517
2017-01-13,0.52
2017-01-12,0.522
2017-01-11,0.51
2017-01-10,0.512
2017-01-09,0.499
2017-01-06,0.5
2017-01-05,0.497
2017-01-04,0.492
2017-01-03,0.467
2017-01-02,0.433
2016-12-30,0.421
2016-12-29,0.39
2016-12-28,0.472
2016-12-27,0.454
2016-12-26,0.418
2016-12-23,0.421
2016-12-22,0.413
2016-12-21,0.456
2016-12-20,0.451
2016-12-19,0.441
2016-12-16,0.459
2016-12-15,0.467
2016-12-14,0.487
2016-12-13,0.439
2016-12-12,0.393
2016-12-09,0.393
2016-12-08,0.378
2016-12-07,0.368
2016-12-06,0.347
2016-12-05,0.309
2016-12-02,0.322
2016-12-01,0.322
2016-11-30,0.368
2016-11-29,0.251
2016-11-28,0.302
2016-11-25,0.337
2016-11-24,0.337
2016-11-23,0.337
2016-11-22,0.238
2016-11-21,0.264
2016-11-18,0.281
2016-11-17,0.297
2016-11-16,0.312
2016-11-15,0.299
2016-11-14,0.292
2016-11-10,0.292
2016-11-09,0.292
2016-11-08,0.266
2016-11-07,0.271
2016-11-04,0.243
2016-11-03,0.238
2016-11-02,0.231
2016-11-01,0.198
2016-10-31,0.177
2016-10-28,0.17
2016-10-27,0.175
2016-10-26,0.241
2016-10-25,0.205
2016-10-24,0.215
2016-10-21,0.243
2016-10-20,0.241
2016-10-19,0.241
2016-10-18,0.236
2016-10-17,0.228
2016-10-15,0.254
2016-10-14,0.248
2016-10-13,0.246
2016-10-12,0.256
2016-10-11,0.248
2016-10-10,0.254
2016-10-07,0.251
2016-10-06,0.251
2016-10-05,0.256
2016-10-04,0.264
2016-10-03,0.231
2016-09-30,0.2
2016-09-29,0.117
2016-09-28,0.147
2016-09-27,0.129
2016-09-26,0.099
2016-09-24,0.101
2016-09-23,0.096
2016-09-22,0.091
2016-09-21,0.122
2016-09-20,0.117
2016-09-19,0.15
2016-09-17,0.196
2016-09-16,0.188
2016-09-15,0.198
2016-09-14,0.236
2016-09-13,0.218
2016-09-12,0.226
2016-09-09,0.236
2016-09-08,0.248
2016-09-07,0.248
2016-09-06,0.238
2016-09-05,0.248
2016-09-02,0.248
2016-09-01,0.259
2016-08-31,0.264
2016-08-30,0.223
2016-08-29,0.243
2016-08-26,0.266
2016-08-25,0.266
2016-08-24,0.279
2016-08-23,0.256
2016-08-22,0.228
2016-08-19,0.279
2016-08-18,0.279
2016-08-17,0.274
2016-08-16,0.243
2016-08-15,0.254
2016-08-13,0.274
2016-08-12,0.264
2016-08-11,0.284
2016-08-10,0.271
2016-08-09,0.251
2016-08-08,0.256
2016-08-06,0.228
2016-08-05,0.233
2016-08-04,0.233
2016-08-03,0.266
2016-08-02,0.213
2016-08-01,0.195
2016-07-29,0.177
2016-07-28,0.18
2016-07-27,0.241
2016-07-26,0.226
2016-07-25,0.269
2016-07-22,0.274
2016-07-21,0.281
2016-07-20,0.279
2016-07-19,0.256
2016-07-18,0.261
2016-07-15,0.264
2016-07-14,0.297
2016-07-13,0.297
2016-07-12,0.284
2016-07-11,0.266
2016-07-08,0.261
2016-07-07,0.271
2016-07-06,0.266
2016-07-05,0.254
2016-07-04,0.239
2016-07-01,0.233
2016-06-30,0.185
2016-06-29,0.183
2016-06-28,0.218
2016-06-27,0.21
2016-06-24,0.243
2016-06-23,0.266
2016-06-22,0.254
2016-06-21,0.228
2016-06-20,0.221
2016-06-17,0.223
2016-06-16,0.233
2016-06-15,0.238
2016-06-14,0.218
2016-06-13,0.208
2016-06-10,0.188
2016-06-09,0.208
2016-06-08,0.198
2016-06-07,0.203
2016-06-06,0.185
2016-06-03,0.185
2016-06-02,0.188
2016-06-01,0.269
2016-05-31,0.195
2016-05-30,0.224
2016-05-27,0.223
2016-05-26,0.17
2016-05-25,0.238
2016-05-24,0.246
2016-05-23,0.243
2016-05-20,0.248
2016-05-19,0.251
2016-05-18,0.248
2016-05-17,0.215
2016-05-16,0.21
2016-05-13,0.228
2016-05-12,0.251
2016-05-11,0.254
2016-05-10,0.251
2016-05-09,0.213
2016-05-06,0.195
2016-05-05,0.188
2016-05-04,0.177
2016-05-03,0.144
2016-05-02,0.106
2016-04-29,0.165
2016-04-28,0.162
2016-04-27,0.18
2016-04-26,0.16
2016-04-25,0.172
2016-04-22,0.185
2016-04-21,0.188
2016-04-20,0.183
2016-04-19,0.165
2016-04-18,0.157
2016-04-15,0.188
2016-04-14,0.21
2016-04-13,0.208
2016-04-12,0.213
2016-04-11,0.205
2016-04-08,0.193
2016-04-07,0.198
2016-04-06,0.188
2016-04-05,0.193
2016-04-04,0.177
2016-04-01,0.208
2016-03-31,0.172
2016-03-30,0.139
2016-03-29,0.137
2016-03-28,0.205
2016-03-24,0.246
2016-03-23,0.279
2016-03-22,0.251
2016-03-21,0.254
2016-03-18,0.279
2016-03-17,0.286
2016-03-16,0.279
2016-03-15,0.256
2016-03-14,0.269
2016-03-11,0.269
2016-03-10,0.269
2016-03-09,0.271
2016-03-08,0.254
2016-03-07,0.264
2016-03-04,0.251
2016-03-03,0.243
2016-03-02,0.294
2016-03-01,0.239
2016-02-29,0.234
2016-02-26,0.252
2016-02-25,0.267
2016-02-24,0.282
2016-02-23,0.257
2016-02-22,0.275
2016-02-19,0.262
2016-02-18,0.28
2016-02-17,0.28
2016-02-16,0.219
2016-02-15,0.254
2016-02-12,0.257
2016-02-11,0.269
2016-02-10,0.28
2016-02-09,0.252
2016-02-08,0.211
2016-02-05,0.226
2016-02-04,0.239
2016-02-03,0.31
2016-02-02,0.211
2016-02-01,0.186
2016-01-29,0.224
2016-01-28,0.242
2016-01-27,0.285
2016-01-26,0.262
2016-01-25,0.247
2016-01-22,0.249
2016-01-21,0.264
2016-01-20,0.226
2016-01-19,0.206
2016-01-18,0.193
2016-01-15,0.191
2016-01-14,0.214
2016-01-13,0.219
2016-01-12,0.203
2016-01-11,0.188
2016-01-08,0.203
2016-01-07,0.203
2016-01-06,0.214
2016-01-05,0.211
2016-01-04,0.183
2015-12-31,0.132
2015-12-30,0.086
2015-12-29,0.125
2015-12-28,0.122
2015-12-24,0.153
2015-12-23,0.196
2015-12-22,0.145
2015-12-21,0.127
2015-12-18,0.153
2015-12-17,0.186
2015-12-16,0.201
2015-12-15,0.208
2015-12-14,0.119
2015-12-11,0.142
2015-12-10,0.18
2015-12-09,0.193
2015-12-08,0.216
2015-12-07,0.206
2015-12-04,0.175
2015-12-03,0.183
2015-12-02,0.193
2015-12-01,0.099
2015-11-30,0.104
2015-11-27,0.132
2015-11-26,0.145
2015-11-25,0.14
2015-11-24,0.084
2015-11-23,0.056
2015-11-20,0.053
2015-11-19,0.058
2015-11-18,0.074
2015-11-17,0.048
2015-11-16,0.036
2015-11-13,0.028
2015-11-12,0.079
2015-11-11,0.081
2015-11-10,0.058
2015-11-09,0.048
2015-11-06,0.038
2015-11-05,0.046
2015-11-04,0.071
2015-11-03,0.022
2015-11-02,0.01
2015-10-30,0.008
2015-10-29,0.023
2015-10-28,0.018
2015-10-27,0.005
2015-10-26,0.018
2015-10-23,0.015
2015-10-22,0.018
2015-10-21,0.079
2015-10-20,0.109
2015-10-19,0.066
2015-10-16,0.036
2015-10-15,0.008
2015-10-14,-0.008
2015-10-13,0.005
2015-10-12,0.005
2015-10-09,0.005
2015-10-08,0
2015-10-07,-0.003
2015-10-06,-0.02
2015-10-05,-0.02
2015-10-03,-0.02
2015-10-02,-0.023
2015-10-01,-0.015
2015-09-30,-0.01
2015-09-29,-0.023
2015-09-28,-0.02
2015-09-25,-0.018
2015-09-24,-0.025
2015-09-23,-0.018
2015-09-22,-0.013
2015-09-21,-0.013
2015-09-18,-0.015
2015-09-17,-0.013
2015-09-16,0.008
2015-09-15,0.013
2015-09-14,0.018
2015-09-11,0.031
2015-09-10,0.02
2015-09-09,0.031
2015-09-08,0.013
2015-09-07,0.01
2015-09-04,0.013
2015-09-03,0.01
2015-09-02,0.01
2015-09-01,0.01
2015-08-31,0.003
2015-08-28,0.008
2015-08-27,0.01
2015-08-26,0.046
2015-08-25,0.025
2015-08-24,0.02
2015-08-21,0.01
2015-08-20,0.008
2015-08-19,0.041
2015-08-18,0.018
2015-08-17,0.02
2015-08-14,0.031
2015-08-13,0.051
2015-08-12,0.061
2015-08-11,0.038
2015-08-10,0.02
2015-08-07,0.031
2015-08-06,0.036
2015-08-05,0.051
2015-08-04,0.041
2015-08-03,0.025
2015-07-31,0.031
2015-07-30,0.048
2015-07-29,0.051
2015-07-28,0.041
2015-07-27,0.041
2015-07-24,0.033
2015-07-23,0.038
2015-07-22,0.036
2015-07-21,0.025
2015-07-20,0.023
2015-07-18,0.02
2015-07-17,0.02
2015-07-16,0.023
2015-07-15,0.025
2015-07-14,0.013
2015-07-13,0.013
2015-07-10,0.015
2015-07-09,0.015
2015-07-08,0.015
2015-07-07,0.01
2015-07-06,0.008
2015-07-02,0.008
2015-07-01,0.01
2015-06-30,-0.003
2015-06-29,-0.005
2015-06-26,-0.003
2015-06-25,-0.008
2015-06-24,0.005
2015-06-23,-0.013
2015-06-22,-0.013
2015-06-19,0.003
2015-06-18,-0.003
2015-06-17,0.005
2015-06-16,0.005
2015-06-15,0.008
2015-06-12,0.005
2015-06-11,0.005
2015-06-10,0.005
2015-06-09,0.013
2015-06-08,0.015
2015-06-05,0.015
2015-06-04,0.015
2015-06-03,0.015
2015-06-02,0.01
2015-06-01,0.003
2015-05-30,0.008
2015-05-29,0.008
2015-05-28,0.013
2015-05-27,0.01
2015-05-26,0.013
2015-05-25,0.01
2015-05-22,0.013
2015-05-21,0.02
2015-05-20,0.02
2015-05-19,0.01
2015-05-18,0.01
2015-05-15,0.01
2015-05-14,0.013
2015-05-13,0.01
2015-05-12,0.008
2015-05-11,0.005
2015-05-08,0.01
2015-05-07,0.008
2015-05-06,0.018
2015-05-05,0.01
2015-05-04,0.005
2015-05-01,0.003
2015-04-30,-0.003
2015-04-29,-0.01
2015-04-28,0.003
2015-04-27,0.008
2015-04-24,0.01
2015-04-23,0.008
2015-04-22,0.018
2015-04-21,0.013
2015-04-20,0.015
2015-04-17,0.02
2015-04-16,0.028
2015-04-15,0.023
2015-04-14,0.025
2015-04-13,0.015
2015-04-10,0.015
2015-04-09,0.02
2015-04-08,0.02
2015-04-07,0.02
2015-04-06,0.02
2015-04-03,0.043
2015-04-02,0.033
2015-04-01,0.031
2015-03-31,0.018
2015-03-30,0.005
2015-03-27,0.01
2015-03-26,0.008
2015-03-25,0.023
2015-03-24,0.018
2015-03-23,0.005
2015-03-20,0.005
2015-03-19,0.005
2015-03-18,0.031
2015-03-17,0.038
2015-03-16,0.031
2015-03-13,0.028
2015-03-12,0.025
2015-03-11,0.023
2015-03-10,0.015
2015-03-09,0.01
2015-03-06,0.01
2015-03-05,0.01
2015-03-04,0.008
2015-03-03,0.01
2015-03-02,0.018
2015-02-27,0.018
2015-02-26,0.015
2015-02-25,0.015
2015-02-24,0.015
2015-02-23,0.018
2015-02-20,0.013
2015-02-19,0.015
2015-02-18,0.01
2015-02-17,0.008
2015-02-16,0.01
2015-02-13,0.01
2015-02-12,0.018
2015-02-11,0.018
2015-02-10,0.013
2015-02-09,0.015
2015-02-06,0.015
2015-02-05,0.008
2015-02-04,0.015
2015-02-03,0.005
2015-02-02,0.005
2015-01-30,0.005
2015-01-29,0.008
2015-01-28,0.02
2015-01-27,0.023
2015-01-26,0.02
2015-01-23,0.015
2015-01-22,0.015
2015-01-21,0.013
2015-01-20,0.008
2015-01-19,0.018
2015-01-16,0.018
2015-01-15,0.02
2015-01-14,0.018
2015-01-13,0.02
2015-01-12,0.015
2015-01-09,0.018
2015-01-08,0.013
2015-01-07,0.015
2015-01-06,0.02
2015-01-05,0.013
2015-01-02,0.01
2015-01-01,0.028
2014-12-31,0.025
2014-12-30,0.005
2014-12-29,0.005
2014-12-26,0.013
2014-12-24,0.005
2014-12-23,0.01
2014-12-22,0.01
2014-12-19,0.01
2014-12-18,0.035
2014-12-17,0.023
2014-12-16,0.008
2014-12-15,0.005
2014-12-12,0.01
2014-12-11,0.018
2014-12-10,0.048
2014-12-09,0.051
2014-12-08,0.03
2014-12-05,0.02
2014-12-04,0.028
2014-12-03,0.028
2014-12-02,0.046
2014-12-01,0.045
2014-11-28,0.043
2014-11-27,0.061
2014-11-26,0.058
2014-11-25,0.041
2014-11-24,0.038
2014-11-21,0.041
2014-11-20,0.041
2014-11-19,0.041
2014-11-18,0.008
2014-11-17,0.015
2014-11-14,0.043
2014-11-13,0.048
2014-11-12,0.046
2014-11-11,0.041
2014-11-10,0.038
2014-11-07,0.038
2014-11-06,0.035
2014-11-05,0.035
2014-11-04,0.041
2014-11-03,0.005
2014-10-31,0.005
2014-10-30,0.003
2014-10-29,0.018
2014-10-28,0.008
2014-10-27,0.02
2014-10-24,0.018
2014-10-23,0.015
2014-10-22,0.03
2014-10-21,0.03
2014-10-20,0.03
2014-10-17,0.03
2014-10-16,0.038
2014-10-15,0.02
2014-10-14,0.025
2014-10-13,0.02
2014-10-10,0.013
2014-10-09,0.015
2014-10-08,0.013
2014-10-07,0.005
2014-10-06,0.01
2014-10-03,0.013
2014-10-02,0.008
2014-10-01,0.013
2014-09-30,0.018
2014-09-29,0.005
2014-09-27,0.005
2014-09-26,0.003
2014-09-25,0.003
2014-09-24,0.005
2014-09-23,0.003
2014-09-22,0.003
2014-09-19,0.005
2014-09-18,0.005
2014-09-17,0.003
2014-09-16,0.005
2014-09-15,0.008
2014-09-13,0.005
2014-09-12,0.005
2014-09-11,0.005
2014-09-10,0.005
2014-09-09,0.003
2014-09-08,0.01
2014-09-05,0.018
2014-09-04,0.015
2014-09-03,0.015
2014-09-02,0.015
2014-09-01,0.018
2014-08-29,0.018
2014-08-28,0.015
2014-08-27,0.02
2014-08-26,0.018
2014-08-25,0.02
2014-08-22,0.028
2014-08-21,0.03
2014-08-20,0.038
2014-08-19,0.025
2014-08-18,0.023
2014-08-15,0.02
2014-08-14,0.03
2014-08-13,0.041
2014-08-12,0.03
2014-08-11,0.03
2014-08-08,0.028
2014-08-07,0.025
2014-08-06,0.025
2014-08-05,0.01
2014-08-04,0.01
2014-08-02,0.01
2014-08-01,0.01
2014-07-31,0.01
2014-07-30,0.025
2014-07-29,0.025
2014-07-28,0.03
2014-07-25,0.028
2014-07-24,0.028
2014-07-23,0.028
2014-07-22,0.025
2014-07-21,0.02
2014-07-18,0.023
2014-07-17,0.023
2014-07-16,0.025
2014-07-15,0.02
2014-07-14,0.02
2014-07-12,0.023
2014-07-11,0.023
2014-07-10,0.023
