Date,Close
2007/10/17,53.55
2007/10/18,53.78
2007/10/19,52.44
2007/10/22,53.07
2007/10/23,54.18
2007/10/24,53.77
2007/10/25,53.05
2007/10/26,53.93
2007/10/29,54.16
2007/10/30,54.26
2007/10/31,55.03
2007/11/1,54
2007/11/2,54.42
2007/11/5,54.07
2007/11/6,54.68
2007/11/7,53.35
2007/11/8,51.73
2007/11/9,50
2007/11/12,48.73
2007/11/13,50.74
2007/11/14,50.09
2007/11/15,49.82
2007/11/16,50.28
2007/11/19,49.7
2007/11/20,49.9
2007/11/21,49.31
2007/11/27,49.96
2007/11/28,51.48
2007/11/29,51.7
2007/11/30,51.31
2007/12/3,50.88
2007/12/4,50.67
2007/12/5,51.57
2007/12/6,52.32
2007/12/7,52.33
2007/12/10,52.54
2007/12/11,51.32
2007/12/12,51.78
2007/12/13,51.5
2007/12/14,50.97
2007/12/17,49.73
2007/12/19,49.88
2007/12/20,50.9
2007/12/21,51.85
2007/12/26,52.5
2007/12/27,51.93
2007/12/28,51.86
2007/12/31,51.22
2008/1/2,50.45
2008/1/3,50.62
2008/1/4,48.4
2008/1/7,48.17
2008/1/8,46.92
2008/1/9,47.92
2008/1/10,47.99
2008/1/11,47.05
2008/1/14,47.87
2008/1/15,46.55
2008/1/16,46.05
2008/1/17,45.41
2008/1/18,45.35
2008/1/22,44.18
2008/1/23,44.02
2008/1/24,44.91
2008/1/25,43.99
2008/1/28,44.33
2008/1/29,44.41
2008/1/30,44.37
2008/1/31,45.13
2008/2/1,45.59
2008/2/4,44.95
2008/2/5,43.67
2008/2/6,42.81
2008/2/7,43.11
2008/2/8,43.6
2008/2/11,44.07
2008/2/12,43.82
2008/2/13,44.78
2008/2/14,43.97
2008/2/15,43.82
2008/2/19,43.74
2008/2/20,43.94
2008/2/21,43.52
2008/2/22,43.68
2008/2/26,44.07
2008/2/27,44.29
2008/2/28,44.12
2008/2/29,42.95
2008/3/3,42.67
2008/3/4,42.91
2008/3/5,43.12
2008/3/6,42.17
2008/3/7,42.07
2008/3/10,41.26
2008/3/11,42.83
2008/3/12,42.71
2008/3/13,43.04
2008/3/14,42.25
2008/3/17,41.48
2008/3/18,43.33
2008/3/19,42.26
2008/3/20,43.09
2008/3/24,44.58
2008/3/25,44.83
2008/3/26,44.7
2008/3/27,43.71
2008/3/28,43.49
2008/3/31,43.72
2008/4/1,45.59
2008/4/2,45.49
2008/4/3,45.59
2008/4/4,45.86
2008/4/7,45.76
2008/4/8,45.41
2008/4/9,44.9
2008/4/10,45.54
2008/4/11,44.28
2008/4/14,44.08
2008/4/15,44.14
2008/4/16,45.37
2008/4/17,45.27
2008/4/18,46.71
2008/4/21,47.04
2008/4/22,46.34
2008/4/23,46.85
2008/4/24,47.27
2008/4/25,47.15
2008/4/28,47.24
2008/4/29,47.6
2008/4/30,47.21
2008/5/1,48.7
2008/5/2,48.77
2008/5/5,48.63
2008/5/6,48.93
2008/5/7,48.04
2008/5/8,48.4
2008/5/9,48.21
2008/5/12,49.09
2008/5/13,49.22
2008/5/14,49.11
2008/5/15,49.97
2008/5/16,50.01
2008/5/19,49.65
2008/5/20,49.27
2008/5/21,48.18
2008/5/22,48.35
2008/5/23,48.2
2008/5/27,49.05
2008/5/28,49.25
2008/5/29,49.69
2008/5/30,50.01
2008/6/2,49.4
2008/6/3,49.13
2008/6/4,49.76
2008/6/5,50.55
2008/6/6,49.03
2008/6/9,48.77
2008/6/10,48.54
2008/6/11,47.38
2008/6/12,47.42
2008/6/13,48.37
2008/6/16,48.8
2008/6/17,48.54
2008/6/18,48.02
2008/6/19,48.77
2008/6/20,47.42
2008/6/23,47.05
2008/6/24,46.81
2008/6/25,47.57
2008/6/26,45.65
2008/6/27,45.65
2008/6/30,45.17
2008/7/1,45.81
2008/7/2,44.71
2008/7/7,44.9
2008/7/8,45.97
2008/7/9,44.75
2008/7/10,45.28
2008/7/11,44.56
2008/7/14,44.23
2008/7/15,44.24
2008/7/16,45.34
2008/7/17,45.64
2008/7/18,44.59
2008/7/21,44.78
2008/7/22,44.78
2008/7/23,45.37
2008/7/24,44.69
2008/7/25,45.27
2008/7/28,44.42
2008/7/29,45.34
2008/7/30,45.57
2008/7/31,45.46
2008/8/1,44.88
2008/8/4,44.43
2008/8/5,45.93
2008/8/6,46.63
2008/8/7,46.27
2008/8/8,47.32
2008/8/11,47.75
2008/8/12,47.8
2008/8/13,47.7
2008/8/14,48.25
2008/8/15,48.16
2008/8/18,47.6
2008/8/19,47.01
2008/8/20,47.09
2008/8/21,46.87
2008/8/25,46.49
2008/8/26,46.43
2008/8/27,46.73
2008/8/28,47.11
2008/8/29,46.12
2008/9/2,45.55
2008/9/3,45.12
2008/9/4,43.66
2008/9/5,43.45
2008/9/8,43.31
2008/9/9,42.45
2008/9/10,42.8
2008/9/11,43.6
2008/9/12,43.43
2008/9/15,42.08
2008/9/16,42.41
2008/9/17,40.21
2008/9/18,41.57
2008/9/19,42.9
2008/9/22,40.88
2008/9/23,40.57
2008/9/24,40.85
2008/9/25,41.5
2008/9/26,41.08
2008/9/29,37.82
2008/9/30,38.91
2008/10/1,38.5
2008/10/2,36.75
2008/10/3,36.18
2008/10/6,34.86
2008/10/7,32.65
2008/10/8,32.39
2008/10/9,31.52
2008/10/10,31.32
2008/10/13,35.13
2008/10/14,33.61
2008/10/15,30.6
2008/10/16,32.26
2008/10/17,32.3
2008/10/20,33.2
2008/10/21,31.48
2008/10/22,30.61
2008/10/23,30.49
2008/10/24,29.51
2008/10/27,28.69
2008/10/28,31.86
2008/10/29,31.78
2008/10/30,32.84
2008/10/31,32.89
2008/11/3,32.82
2008/11/4,33.75
2008/11/5,31.99
2008/11/6,30.56
2008/11/7,31.19
2008/11/10,30.77
2008/11/11,30.1
2008/11/12,28.71
2008/11/13,30.46
2008/11/14,28.98
2008/11/17,28.37
2008/11/18,28.34
2008/11/19,26.86
2008/11/20,25.56
2008/11/21,26.67
2008/11/24,28.3
2008/11/25,28.17
2008/11/26,29.35
2008/12/1,26.93
2008/12/2,27.83
2008/12/3,28.62
2008/12/4,27.81
2008/12/5,28.94
2008/12/8,30.08
2008/12/9,30.01
2008/12/10,29.91
2008/12/11,29.09
2008/12/12,29.68
2008/12/15,29.16
2008/12/16,30.56
2008/12/17,30.19
2008/12/18,29.66
2008/12/19,29.86
2008/12/22,29.21
2008/12/23,29.06
2008/12/24,29.14
2008/12/26,29.13
2008/12/29,28.89
2008/12/30,29.49
